48 85 75
28 98 31
59 13 85
75 83 71
74 58 72
98 74 68
26 76 19
19 15 47
82 84 83
23 60 5
70 58 79
92 39 97
12 36 48
19 18 44
54 75 75
51 85 52
3 76 36
0 1 27
15 80 62
91 45 7
34 73 84
14 92 51
74 48 61
47 27 95
12 61 52
30 0 69
47 12 55
59 29 57
10 4 65
67 70 26
14 58 64
21 73 60
1 32 57
89 45 33
64 75 73
40 46 8
76 55 36
96 92 56
11 93 57
3 81 30
28 66 40
100 26 0
75 54 62
1 35 27
64 33 52
52 63 19
27 62 22
56 45 90
88 63 57
49 94 4
95 33 98
9 90 60
24 63 42
22 59 67
76 1 15
21 24 84
6 44 14
81 50 71
96 11 19
62 35 82
17 62 79
38 2 16
72 46 4
74 11 51
53 65 78
31 94 89
21 54 9
46 47 23
65 88 60
96 84 11
0 98 72
35 94 66
10 9 96
97 55 61
44 54 73
50 13 61
42 16 46
83 12 17
57 50 27
11 29 65
15 67 74
22 80 6
71 27 16
37 63 31
14 60 25
99 46 31
26 13 64
27 36 81
96 76 28
34 99 52
95 91 50
4 99 89
60 41 48
9 43 60
43 69 86
84 90 4
16 19 41
28 47 0
6 98 91
29 65 34
6 85 54
22 74 57
3 39 34
77 49 6
37 28 35
50 84 27
67 34 79
33 9 33
81 9 90
85 10 10
36 27 3
38 37 99
44 49 81
98 70 37
70 83 19
17 57 98
32 71 66
2 58 31
60 26 100
38 34 46
75 22 84
55 94 30
40 31 49
83 74 84
53 67 86
69 99 36
76 66 3
73 70 14
99 76 10
95 49 29
43 45 92
87 65 82
8 57 49
46 29 27
97 35 81
44 77 89
33 55 49
61 33 54
19 22 86
95 49 52
96 59 88
36 89 63
49 91 89
35 21 53
44 16 52
3 67 63
52 80 79
61 20 8
31 70 90
31 52 34
72 36 78
83 100 49
36 66 54
61 5 43
8 71 10
33 54 1
38 92 87
98 21 47
39 37 0
9 76 85
16 79 44
20 27 53
51 93 14
10 78 59
36 65 74
50 0 36
69 9 20
82 42 62
2 4 94
95 13 34
93 22 96
23 80 22
7 65 87
88 51 14
82 10 42
89 50 79
30 37 96
95 92 67
73 30 33
94 88 77
99 17 13
15 1 49
91 15 71
25 63 74
16 79 7
25 6 18
14 80 7
95 35 37
40 28 55
33 76 16
16 81 76
90 55 46
15 66 52
22 37 61
72 53 26
24 60 20
63 82 19
24 60 70
12 92 3
29 36 5
81 9 19
67 87 5
82 10 44
5 22 58
1 16 1
21 42 26
99 49 33
42 89 95
4 10 6
5 11 9
81 8 27
4 68 91
2 97 68
67 98 54
3 53 6
22 3 80
93 63 0
4 37 100
66 32 52
87 1 83
96 19 92
8 5 66
27 77 96
98 64 5
78 97 24
23 90 11
31 79 62
0 69 82
19 92 5
40 26 43
43 30 93
78 51 56
67 26 66
11 75 39
54 26 43
21 36 51
28 3 14
53 97 41
66 92 19
46 64 82
1 50 24
39 6 19
51 97 61
26 40 71
85 80 20
46 90 16
92 77 64
62 43 42
68 10 92
47 79 2
94 78 76
30 12 3
4 32 1
40 46 40
87 16 45
75 15 23
82 6 53
62 94 63
72 13 8
18 13 47
73 23 15
85 2 73
57 13 82
6 48 0
66 41 76
14 62 70
88 91 18
91 7 9
81 99 93
79 77 78
55 28 24
21 41 91
89 56 4
82 16 33
49 37 32
25 95 92
48 98 1
58 88 94
26 53 35
9 24 62
74 19 6
1 83 36
75 96 74
7 92 5
63 60 86
53 35 22
91 35 27
9 10 43
3 94 66
60 76 54
12 30 36
39 61 85
3 30 87
81 83 24
18 76 27
37 73 54
10 32 11
51 3 27
14 18 75
40 82 40
52 42 34
73 62 37
45 11 71
90 12 7
40 31 59
27 44 47
45 57 50
16 89 13
54 89 56
31 94 95
75 79 95
86 28 92
62 8 82
74 25 29
67 18 31
75 82 23
51 51 77
64 81 48
46 100 79
41 13 43
4 2 0
82 62 21
43 31 76
50 1 3
95 19 43
56 90 91
33 77 85
48 83 22
4 0 10
60 33 3
10 9 39
69 89 36
87 30 69
78 83 1
61 14 67
57 34 31
34 3 68
79 92 85
28 10 14
66 81 77
56 49 52
86 12 36
36 44 80
79 49 54
26 76 65
34 11 43
9 92 74
77 17 69
94 80 61
16 26 51
56 70 88
42 65 87
43 22 56
24 1 67
90 18 37
84 40 74
37 31 76
3 78 25
93 60 86
34 63 79
35 69 54
59 65 77
3 86 7
92 80 34
43 19 53
62 87 50
41 71 32
36 21 56
59 10 39
45 16 56
54 12 80
46 4 80
42 61 67
6 86 11
82 52 15
53 16 88
47 22 47
69 94 44
66 11 24
43 95 80
60 98 55
57 59 5
41 50 95
90 2 47
82 57 93
68 79 44
10 53 57
84 70 16
60 19 17
83 56 54
91 27 9
85 18 35
13 28 95
35 9 80
12 87 38
69 80 65
9 2 61
12 5 66
20 54 74
78 97 10
43 23 17
72 23 75
68 52 38
89 35 75
28 46 78
85 75 38
6 6 61
92 90 63
87 47 53
1 47 88
90 52 2
91 27 51
63 89 58
77 73 99
83 43 38
92 5 13
60 31 57
56 40 1
52 8 81
43 35 39
26 1 55
46 31 67
48 77 17
43 57 63
89 94 80
39 90 52
92 10 20
29 57 41
63 90 95
0 33 18
28 47 10
87 32 33
96 61 68
26 1 10
77 35 17
13 55 93
44 81 50
91 66 47
66 96 23
32 88 88
32 9 78
72 2 49
34 41 58
21 37 25
23 11 92
55 82 54
99 66 90
30 8 27
83 12 10
57 57 77
84 66 67
69 86 89
53 16 19
79 25 16
47 83 39
28 47 9
48 6 3
42 47 22
24 63 27
65 95 7
18 67 52
61 28 97
76 25 53
46 36 64
16 33 63
77 65 85
45 17 90
1 27 41
82 18 94
34 50 33
36 92 15
69 69 74
22 57 84
90 18 0
28 16 7
47 25 71
40 45 45
78 84 80
26 35 39
27 20 44
82 83 51
85 52 16
6 78 67
52 41 50
49 100 94
29 36 49
51 51 60
86 99 83
95 63 14
15 19 22
64 21 99
27 60 21
80 10 28
71 6 2
23 13 47
90 53 36
2 64 86
30 44 31
59 52 78
76 71 56
96 91 80
3 9 71
54 4 18
18 5 17
78 2 41
90 35 65
42 46 86
92 42 9
50 26 42
43 91 28
87 13 14
55 24 32
29 79 69
74 35 100
75 48 71
36 59 11
42 39 55
32 15 97
84 25 36
30 76 38
38 19 33
12 64 67
47 79 85
84 73 1
51 59 13
59 39 1
57 79 75
70 88 100
43 83 13
99 20 36
25 82 31
100 41 14
82 33 3
16 19 56
26 10 27
61 20 91
70 24 72
43 24 5
93 98 97
61 13 27
79 54 27
43 74 37
36 94 41
86 69 7
56 9 29
81 63 89
80 15 29
17 25 91
66 73 98
7 73 100
8 77 7
83 75 31
92 100 48
15 76 57
52 10 59
56 11 0
58 60 94
84 14 69
12 9 12
6 33 12
41 59 88
39 23 57
97 64 41
57 1 59
13 64 9
69 90 79
48 48 73
79 71 47
64 61 55
3 17 14
68 56 51
18 35 13
89 70 66
63 85 87
81 78 65
28 88 33
95 22 65
29 42 85
98 8 76
91 56 42
67 69 32
